Bidder Group,Profile ID,profit_llm,reserve_price_llm
S.3,B3,42,25
S.3,B3,33,25
S.3,B3,83,25
S.3,B3,0,0
S.3,B3,37,25
S.3,B3,57,25
S.3,B3,0,0
S.3,B3,59,25
S.3,B3,88,25
S.3,B3,0,0
S.3,B3,39,25
S.3,B3,0,0
S.3,B3,36,25
S.3,B3,0,0
S.3,B3,0,0
S.3,B3,0,0
S.3,B3,66,25
S.3,B3,0,0
S.3,B3,0,0
S.3,B3,73,25
S.3,B3,0,0
S.3,B3,44,25
S.3,B3,34,25
S.3,B3,0,0
S.3,B3,0,0
S.3,B3,0,0
S.3,B3,83,25
S.3,B3,0,0
S.3,B3,25,25
S.3,B3,59,25
S.3,B3,0,0
S.3,B3,0,0
S.3,B3,31,25
S.3,B3,0,0
S.3,B3,41,25
S.3,B3,0,0
S.3,B3,73,25
S.3,B3,42,25
S.3,B3,47,25
S.3,B3,66,25
S.3,B3,0,0
S.3,B3,83,25
S.3,B3,25,25
S.3,B3,0,0
S.3,B3,0,0
S.3,B3,0,25
S.3,B3,55,25
S.3,B3,0,25
S.4,B4,42,25
S.4,B4,64,25
S.4,B4,25,25
S.4,B4,27,25
S.4,B4,25,25
S.4,B4,68,25
S.4,B4,0,0
S.4,B4,30,25
S.4,B4,59,25
S.4,B4,36,25
S.4,B4,25,25
S.4,B4,25,25
S.4,B4,44,25
S.4,B4,25,25
S.4,B4,0,0
S.4,B4,0,0
S.4,B4,25,25
S.4,B4,0,25
S.4,B4,49,25
S.4,B4,0,0
S.4,B4,25,25
S.4,B4,0,0
S.4,B4,0,25
S.4,B4,73,25
S.4,B4,25,25
S.4,B4,88,25
S.4,B4,66,25
S.4,B4,59,25
S.4,B4,0,25
S.4,B4,59,25
S.4,B4,0,0
S.4,B4,0,0
S.4,B4,39,25
S.4,B4,33,25
S.4,B4,0,0
S.4,B4,49,25
S.4,B4,70,25
S.4,B4,70,25
S.4,B4,0,0
S.4,B4,59,25
S.4,B4,88,25
S.4,B4,64,25
S.4,B4,0,0
S.4,B4,0,25
S.4,B4,0,0
S.4,B4,0,0
S.4,B4,70,25
S.4,B4,0,0
S.4,B4,57,25
S.4,B4,47,25
S.4,B4,0,0
S.4,B4,0,0
S.4,B4,25,25
S.4,B4,0,25
S.4,B4,0,0
S.4,B4,0,0
S.4,B4,88,25
S.4,B4,59,25
S.4,B4,91,25
S.4,B4,83,25
S.5,B5,0,25
S.5,B5,25,25
S.5,B5,57,25
S.5,B5,44,25
S.5,B5,0,0
S.5,B5,27,25
S.5,B5,83,25
S.5,B5,0,0
S.5,B5,55,25
S.5,B5,61,25
S.5,B5,25,25
S.5,B5,46,25
S.5,B5,0,0
S.5,B5,0,0
S.5,B5,0,0
S.5,B5,0,0
S.5,B5,75,25
S.5,B5,0,25
S.5,B5,57,25
S.5,B5,25,25
S.5,B5,0,0
S.5,B5,0,0
S.5,B5,94,25
S.5,B5,0,25
S.5,B5,88,25
S.5,B5,70,25
S.5,B5,0,0
S.5,B5,0,25
S.5,B5,0,0
S.5,B5,31,25
S.5,B5,0,25
S.5,B5,36,25
S.5,B5,0,25
S.5,B5,0,0
S.5,B5,0,0
S.5,B5,0,0
S.5,B5,0,0
S.5,B5,66,25
S.5,B5,0,0
S.5,B5,37,25
S.5,B5,0,0
S.5,B5,0,0
S.5,B5,0,0
S.5,B5,0,0
S.5,B5,73,25
S.5,B5,0,0
S.5,B5,83,25
S.5,B5,0,0
S.5,B5,0,0
S.5,B5,64,25
S.5,B5,0,25
S.5,B5,94,25
S.5,B5,0,0
S.5,B5,94,25
S.5,B5,94,25
S.5,B5,94,25
S.5,B5,83,25
S.5,B5,25,25
S.5,B5,55,25
S.5,B5,49,25
S.6,B6,73,25
S.6,B6,0,20
S.6,B6,0,0
S.6,B6,0,0
S.6,B6,19,0
S.6,B6,73,0
S.6,B6,0,0
S.6,B6,0,0
S.6,B6,44,0
S.6,B6,0,0
S.6,B6,30,0
S.6,B6,46,0
S.6,B6,0,0
S.6,B6,94,0
S.6,B6,0,0
S.6,B6,31,0
S.6,B6,73,0
S.6,B6,61,0
S.6,B6,70,0
S.6,B6,75,0
S.6,B6,2,0
S.6,B6,0,0
S.6,B6,0,0
S.6,B6,70,0
S.6,B6,1,0
S.6,B6,83,0
S.6,B6,1,0
S.6,B6,1,0
S.6,B6,44,0
S.6,B6,0,0
S.6,B6,55,25
S.6,B6,0,0
S.6,B6,55,0
S.6,B6,68,0
S.6,B6,0,0
S.6,B6,0,0
S.6,B6,83,0
S.6,B6,0,0
S.6,B6,9,0
S.6,B6,73,0
S.6,B6,0,0
S.6,B6,0,0
S.6,B6,59,25
S.6,B6,0,0
S.6,B6,0,0
S.6,B6,83,0
S.6,B6,9,0
S.6,B6,94,25
S.6,B6,0,0
S.6,B6,0,0
S.6,B6,73,25
S.6,B6,0,0
S.6,B6,25,25
S.6,B6,0,0
S.6,B6,25,25
S.6,B6,0,25
S.6,B6,73,25
S.6,B6,30,25
S.6,B6,36,25
S.6,B6,83,25
S.7,B7,64,30
S.7,B7,0,0
S.7,B7,0,0
S.7,B7,30,30
S.7,B7,0,0
S.7,B7,57,30
S.7,B7,0,0
S.7,B7,44,30
S.7,B7,0,0
S.7,B7,46,30
S.7,B7,55,30
S.7,B7,78,30
S.7,B7,68,30
S.7,B7,61,30
S.7,B7,42,30
S.7,B7,42,30
S.7,B7,64,30
S.7,B7,46,30
S.7,B7,55,30
S.7,B7,30,30
S.7,B7,31,30
S.7,B7,30,30
S.7,B7,0,0
S.7,B7,61,30
S.7,B7,75,30
S.7,B7,34,30
S.7,B7,30,30
S.7,B7,94,30
S.7,B7,64,30
S.7,B7,70,30
S.7,B7,57,30
S.7,B7,42,30
S.7,B7,0,30
S.7,B7,42,30
S.7,B7,0,0
S.7,B7,44,30
S.7,B7,42,30
S.7,B7,0,0
S.7,B7,31,30
S.7,B7,68,30
S.7,B7,0,0
S.7,B7,30,30
S.7,B7,46,30
S.7,B7,83,30
S.7,B7,30,30
S.7,B7,55,30
S.7,B7,30,30
S.7,B7,30,30
S.7,B7,30,30
S.7,B7,0,0
S.7,B7,86,30
S.7,B7,42,30
S.7,B7,53,30
S.7,B7,30,30
S.7,B7,64,30
S.7,B7,0,0
S.7,B7,0,0
S.7,B7,0,0
S.7,B7,44,30
S.7,B7,30,30
S.8,B8,36,10
S.8,B8,0,0
S.8,B8,20,20
S.8,B8,0,0
S.8,B8,0,0
S.8,B8,20,20
S.8,B8,83,20
S.8,B8,41,20
S.8,B8,0,0
S.8,B8,57,20
S.8,B8,0,0
S.8,B8,24,20
S.8,B8,44,20
S.8,B8,0,0
S.8,B8,0,0
S.8,B8,0,0
S.8,B8,20,20
S.8,B8,55,20
S.8,B8,42,20
S.8,B8,0,0
S.8,B8,68,20
S.8,B8,83,20
S.8,B8,21,20
S.8,B8,0,0
S.8,B8,0,0
S.8,B8,0,0
S.8,B8,20,20
S.8,B8,70,20
S.8,B8,36,20
S.8,B8,64,20
S.8,B8,21,20
S.8,B8,70,20
S.8,B8,0,0
S.8,B8,41,20
S.8,B8,39,20
S.8,B8,42,20
S.8,B8,94,20
S.8,B8,0,0
S.8,B8,64,20
S.8,B8,37,20
S.8,B8,57,20
S.8,B8,20,20
S.8,B8,91,20
S.8,B8,21,20
S.8,B8,70,20
S.8,B8,75,20
S.8,B8,64,20
S.8,B8,20,20
S.8,B8,0,20
S.8,B8,22,20
S.8,B8,59,20
S.8,B8,0,0
S.8,B8,70,20
S.8,B8,0,0
S.8,B8,0,0
S.8,B8,22,20
S.8,B8,46,20
S.8,B8,68,20
S.8,B8,55,20
S.8,B8,0,0
S.9,B9,44,25
S.9,B9,25,25
S.9,B9,37,25
S.9,B9,0,25
S.9,B9,59,25
S.9,B9,0,0
S.9,B9,47,25
S.9,B9,66,25
S.9,B9,0,0
S.9,B9,0,0
S.9,B9,73,25
S.9,B9,44,25
S.9,B9,0,0
S.9,B9,0,0
S.9,B9,37,25
S.9,B9,57,25
S.9,B9,0,0
S.9,B9,36,25
S.9,B9,70,25
S.9,B9,39,25
S.9,B9,25,25
S.9,B9,25,25
S.9,B9,55,25
S.9,B9,0,0
S.9,B9,68,25
S.9,B9,25,25
S.9,B9,0,25
S.9,B9,0,0
S.9,B9,59,25
S.9,B9,31,25
S.9,B9,25,25
S.9,B9,55,25
S.9,B9,0,0
S.9,B9,36,25
S.9,B9,25,25
S.9,B9,0,0
S.9,B9,46,25
S.9,B9,26,25
S.9,B9,0,0
S.9,B9,0,0
S.9,B9,0,0
S.9,B9,25,25
S.9,B9,0,0
S.9,B9,0,0
S.9,B9,64,25
S.9,B9,0,0
S.9,B9,46,25
S.9,B9,0,25
S.9,B9,70,25
S.9,B9,0,0
S.9,B9,64,25
S.9,B9,0,0
S.9,B9,0,0
S.9,B9,0,0
S.9,B9,25,25
S.9,B9,0,0
S.9,B9,0,0
S.9,B9,33,25
S.9,B9,36,25
S.9,B9,36,25
S.10,B10,0,25
S.10,B10,83,20
S.10,B10,20,20
S.10,B10,80,20
S.10,B10,0,20
S.10,B10,75,20
S.10,B10,73,20
S.10,B10,20,20
S.10,B10,20,20
S.10,B10,0,0
S.10,B10,20,20
S.10,B10,0,0
S.10,B10,25,20
S.10,B10,49,20
S.10,B10,0,0
S.10,B10,23,20
S.10,B10,78,20
S.10,B10,36,20
S.10,B10,20,20
S.10,B10,80,20
S.10,B10,39,20
S.10,B10,51,20
S.10,B10,73,20
S.10,B10,68,20
S.10,B10,26,20
S.10,B10,64,20
S.10,B10,20,20
S.10,B10,27,20
S.10,B10,70,20
S.10,B10,46,20
S.10,B10,64,20
S.10,B10,0,0
S.10,B10,41,20
S.10,B10,55,20
S.10,B10,49,20
S.10,B10,91,20
S.10,B10,51,20
S.10,B10,51,20
S.10,B10,23,20
S.10,B10,20,20
S.10,B10,55,20
S.10,B10,23,20
S.10,B10,88,20
S.10,B10,78,20
S.10,B10,31,20
S.10,B10,83,20
S.10,B10,26,20
S.10,B10,64,20
S.10,B10,51,20
S.10,B10,80,20
S.10,B10,51,20
S.10,B10,20,20
S.10,B10,49,20
S.10,B10,20,20
S.10,B10,78,20
S.10,B10,51,20
S.10,B10,83,20
S.10,B10,20,20
S.10,B10,57,20
S.10,B10,51,20
S.11,B11,25,25
S.11,B11,41,25
S.11,B11,53,25
S.11,B11,83,25
S.11,B11,25,25
S.11,B11,39,25
S.11,B11,0,25
S.11,B11,64,25
S.11,B11,49,25
S.11,B11,49,25
S.11,B11,0,25
S.11,B11,33,25
S.11,B11,25,25
S.11,B11,64,25
S.11,B11,25,25
S.11,B11,0,0
S.11,B11,80,25
S.11,B11,0,25
S.11,B11,25,25
S.11,B11,49,25
S.11,B11,64,25
S.11,B11,25,25
S.11,B11,49,25
S.11,B11,49,25
S.11,B11,25,25
S.11,B11,36,25
S.11,B11,75,25
S.11,B11,42,25
S.11,B11,46,25
S.11,B11,36,25
S.11,B11,83,25
S.11,B11,75,25
S.11,B11,64,25
S.11,B11,0,25
S.11,B11,25,25
S.11,B11,25,25
S.11,B11,83,25
S.11,B11,42,25
S.11,B11,49,25
S.11,B11,68,25
S.11,B11,25,25
S.11,B11,0,0
S.11,B11,57,25
S.11,B11,0,0
S.11,B11,49,25
S.11,B11,33,25
S.11,B11,25,25
S.11,B11,68,25
S.11,B11,64,25
S.11,B11,36,25
S.11,B11,46,25
S.11,B11,75,25
S.11,B11,25,25
S.11,B11,46,25
S.11,B11,25,25
S.11,B11,51,25
S.11,B11,83,25
S.11,B11,0,0
S.11,B11,51,25
S.11,B11,25,25
S.12,B12,25,25
S.12,B12,25,25
S.12,B12,0,0
S.12,B12,25,25
S.12,B12,0,0
S.12,B12,0,25
S.12,B12,66,25
S.12,B12,25,25
S.12,B12,0,0
S.12,B12,0,0
S.12,B12,66,25
S.12,B12,64,25
S.12,B12,0,0
S.12,B12,83,25
S.12,B12,86,25
S.12,B12,46,25
S.12,B12,0,0
S.12,B12,46,25
S.12,B12,0,0
S.12,B12,73,25
S.12,B12,0,25
S.12,B12,41,25
S.12,B12,0,0
S.12,B12,0,0
S.12,B12,83,25
S.12,B12,0,25
S.12,B12,73,25
S.12,B12,83,25
S.12,B12,57,25
S.12,B12,30,25
S.12,B12,39,25
S.12,B12,0,0
S.12,B12,0,25
S.12,B12,0,25
S.12,B12,0,25
S.12,B12,0,0
S.12,B12,73,25
S.12,B12,0,0
S.12,B12,73,25
S.12,B12,0,25
S.12,B12,0,25
S.12,B12,0,0
S.12,B12,0,0
S.12,B12,0,0
S.12,B12,0,0
S.12,B12,25,25
S.12,B12,25,25
S.12,B12,0,0
S.12,B12,25,25
S.12,B12,0,0
S.12,B12,0,0
S.12,B12,25,25
S.12,B12,25,25
S.12,B12,78,25
S.12,B12,46,25
S.12,B12,73,25
S.12,B12,86,25
S.12,B12,78,25
S.12,B12,0,0
S.12,B12,44,25
S.13,B13,44,25
S.13,B13,73,30
S.13,B13,41,30
S.13,B13,94,25
S.13,B13,94,25
S.13,B13,0,25
S.13,B13,44,25
S.13,B13,0,0
S.13,B13,94,25
S.13,B13,10,10
S.13,B13,0,0
S.13,B13,0,0
S.13,B13,0,0
S.13,B13,0,0
S.13,B13,31,25
S.13,B13,57,25
S.13,B13,0,0
S.13,B13,0,0
S.13,B13,51,25
S.13,B13,0,0
S.13,B13,30,25
S.13,B13,0,25
S.13,B13,88,25
S.13,B13,0,0
S.13,B13,27,25
S.13,B13,0,0
S.13,B13,86,25
S.13,B13,0,0
S.13,B13,86,25
S.13,B13,33,25
S.13,B13,55,25
S.13,B13,66,25
S.13,B13,42,25
S.13,B13,61,25
S.13,B13,57,25
S.13,B13,0,0
S.13,B13,0,0
S.13,B13,0,0
S.13,B13,36,25
S.13,B13,0,0
S.13,B13,44,25
S.13,B13,91,25
S.13,B13,44,25
S.13,B13,61,25
S.13,B13,66,25
S.13,B13,41,25
S.13,B13,0,0
S.13,B13,0,0
S.13,B13,70,25
S.13,B13,0,0
S.13,B13,25,25
S.13,B13,44,25
S.13,B13,66,25
S.13,B13,57,25
S.13,B13,44,25
S.13,B13,0,0
S.13,B13,25,25
S.13,B13,0,25
S.13,B13,25,25
S.13,B13,53,25
S.14,B14,80,25
S.14,B14,42,25
S.14,B14,59,25
S.14,B14,44,25
S.14,B14,0,0
S.14,B14,0,0
S.14,B14,94,25
S.14,B14,94,25
S.14,B14,66,25
S.14,B14,29,25
S.14,B14,61,25
S.14,B14,94,25
S.14,B14,30,25
S.14,B14,25,25
S.14,B14,0,25
S.14,B14,53,25
S.14,B14,0,0
S.14,B14,0,0
S.14,B14,36,25
S.14,B14,25,25
S.14,B14,59,25
S.14,B14,0,0
S.14,B14,0,0
S.14,B14,0,0
S.14,B14,25,25
S.14,B14,57,25
S.14,B14,94,25
S.14,B14,91,25
S.14,B14,0,0
S.14,B14,70,25
S.14,B14,44,25
S.14,B14,25,25
S.14,B14,0,0
S.14,B14,25,25
S.14,B14,0,0
S.14,B14,64,25
S.14,B14,0,0
S.14,B14,0,0
S.14,B14,39,25
S.14,B14,0,25
S.14,B14,78,25
S.14,B14,75,25
S.14,B14,39,25
S.14,B14,25,25
S.14,B14,0,25
S.14,B14,59,25
S.14,B14,25,25
S.14,B14,0,25
S.14,B14,61,25
S.14,B14,0,0
S.14,B14,31,25
S.14,B14,0,25
S.14,B14,25,25
S.14,B14,25,25
S.14,B14,0,0
S.14,B14,88,25
S.14,B14,0,0
S.14,B14,64,25
S.14,B14,57,25
S.14,B14,41,25
S.15,B15,0,25
S.15,B15,64,25
S.15,B15,25,25
S.15,B15,33,25
S.15,B15,0,0
S.15,B15,25,25
S.15,B15,66,25
S.15,B15,0,0
S.15,B15,83,25
S.15,B15,0,25
S.15,B15,25,25
S.15,B15,53,25
S.15,B15,26,25
S.15,B15,25,25
S.15,B15,25,25
S.15,B15,25,25
S.15,B15,0,0
S.15,B15,34,25
S.15,B15,0,25
S.15,B15,31,25
S.15,B15,25,25
S.15,B15,53,25
S.15,B15,59,25
S.15,B15,73,25
S.15,B15,55,25
S.15,B15,0,0
S.15,B15,0,5
S.15,B15,0,0
S.15,B15,0,0
S.15,B15,0,0
S.15,B15,70,25
S.15,B15,29,25
S.15,B15,0,0
S.15,B15,0,25
S.15,B15,41,25
S.15,B15,57,25
S.15,B15,0,0
S.15,B15,25,25
S.15,B15,66,25
S.15,B15,0,0
S.15,B15,55,25
S.15,B15,36,25
S.15,B15,64,25
S.15,B15,0,0
S.15,B15,0,0
S.15,B15,0,0
S.15,B15,25,25
S.15,B15,0,0
S.15,B15,39,25
S.15,B15,0,0
S.15,B15,41,25
S.15,B15,25,25
S.15,B15,0,0
S.15,B15,57,25
S.15,B15,73,25
S.15,B15,39,25
S.15,B15,0,0
S.15,B15,73,25
S.15,B15,36,25
S.15,B15,46,25
S.16,B16,25,25
S.16,B16,53,25
S.16,B16,44,25
S.16,B16,42,25
S.16,B16,25,25
S.16,B16,68,25
S.16,B16,0,25
S.16,B16,25,25
S.16,B16,78,25
S.16,B16,44,25
S.16,B16,0,0
S.16,B16,57,25
S.16,B16,25,25
S.16,B16,80,25
S.16,B16,0,25
S.16,B16,0,25
S.16,B16,42,25
S.16,B16,0,0
S.16,B16,25,25
S.16,B16,88,25
S.16,B16,0,0
S.16,B16,46,25
S.16,B16,57,25
S.16,B16,0,0
S.16,B16,0,0
S.16,B16,70,25
S.16,B16,0,25
S.16,B16,0,0
S.16,B16,25,25
S.16,B16,0,0
S.16,B16,34,25
S.16,B16,25,25
S.16,B16,88,25
S.16,B16,25,25
S.16,B16,0,0
S.16,B16,44,30
S.16,B16,0,0
S.16,B16,42,25
S.16,B16,25,25
S.16,B16,49,25
S.16,B16,25,25
S.16,B16,0,0
S.16,B16,0,0
S.16,B16,57,25
S.16,B16,30,25
S.16,B16,41,25
S.16,B16,0,0
S.16,B16,33,25
S.16,B16,29,25
S.16,B16,94,25
S.16,B16,66,25
S.16,B16,29,25
S.16,B16,0,0
S.16,B16,0,0
S.16,B16,0,0
S.16,B16,94,25
S.16,B16,0,25
S.16,B16,57,25
S.16,B16,0,0
S.16,B16,0,0
S.17,B17,0,40
S.17,B17,0,30
S.17,B17,25,25
S.17,B17,59,25
S.17,B17,42,25
S.17,B17,0,0
S.17,B17,49,25
S.17,B17,73,25
S.17,B17,31,25
S.17,B17,0,0
S.17,B17,94,25
S.17,B17,47,25
S.17,B17,0,0
S.17,B17,0,25
S.17,B17,0,0
S.17,B17,0,25
S.17,B17,25,25
S.17,B17,70,25
S.17,B17,0,0
S.17,B17,25,25
S.17,B17,94,25
S.17,B17,42,25
S.17,B17,0,0
S.17,B17,49,25
S.17,B17,0,0
S.17,B17,0,0
S.17,B17,0,25
S.17,B17,0,0
S.17,B17,46,25
S.17,B17,0,0
S.17,B17,47,25
S.17,B17,0,0
S.17,B17,51,25
S.17,B17,57,25
S.17,B17,0,0
S.17,B17,29,25
S.17,B17,47,25
S.17,B17,0,0
S.17,B17,61,25
S.17,B17,70,25
S.17,B17,59,25
S.17,B17,47,25
S.17,B17,33,25
S.17,B17,0,0
S.17,B17,39,25
S.17,B17,0,0
S.17,B17,25,25
S.17,B17,25,25
S.17,B17,61,25
S.17,B17,83,25
S.17,B17,25,25
S.17,B17,66,25
S.17,B17,25,25
S.17,B17,0,0
S.17,B17,0,0
S.17,B17,0,0
S.17,B17,0,0
S.17,B17,68,25
S.17,B17,0,0
S.17,B17,51,25
S.18,B18,0,0
S.18,B18,0,0
S.18,B18,0,0
S.18,B18,39,0
S.18,B18,83,0
S.18,B18,46,0
S.18,B18,94,0
S.18,B18,49,0
S.18,B18,57,0
S.18,B18,0,0
S.18,B18,0,0
S.18,B18,36,0
S.18,B18,0,0
S.18,B18,39,0
S.18,B18,0,0
S.18,B18,91,0
S.18,B18,3,0
S.18,B18,46,0
S.18,B18,10,0
S.18,B18,22,0
S.18,B18,25,0
S.18,B18,51,0
S.18,B18,59,0
S.18,B18,0,0
S.18,B18,0,0
S.18,B18,0,0
S.18,B18,0,0
S.18,B18,57,0
S.18,B18,26,0
S.18,B18,0,0
S.18,B18,9,0
S.18,B18,0,0
S.18,B18,33,0
S.18,B18,0,0
S.18,B18,9,0
S.18,B18,75,0
S.18,B18,68,0
S.18,B18,75,0
S.18,B18,24,0
S.18,B18,44,0
S.18,B18,0,0
S.18,B18,61,0
S.18,B18,23,0
S.18,B18,0,0
S.18,B18,36,0
S.18,B18,0,0
S.18,B18,0,0
S.18,B18,8,0
S.18,B18,25,0
S.18,B18,24,0
S.18,B18,17,0
S.18,B18,0,0
S.18,B18,0,0
S.18,B18,0,0
S.18,B18,46,0
S.18,B18,0,0
S.18,B18,88,0
S.18,B18,0,0
S.18,B18,1,0
S.18,B18,57,0
S.19,B19,55,25
S.19,B19,66,25
S.19,B19,0,0
S.19,B19,25,25
S.19,B19,25,25
S.19,B19,64,25
S.19,B19,0,0
S.19,B19,0,0
S.19,B19,0,0
S.19,B19,47,25
S.19,B19,61,25
S.19,B19,0,25
S.19,B19,70,25
S.19,B19,57,25
S.19,B19,0,0
S.19,B19,59,25
S.19,B19,0,25
S.19,B19,26,25
S.19,B19,49,25
S.19,B19,33,25
S.19,B19,0,25
S.19,B19,44,25
S.19,B19,0,0
S.19,B19,0,0
S.19,B19,46,25
S.19,B19,0,0
S.19,B19,55,25
S.19,B19,0,0
S.19,B19,0,0
S.19,B19,59,25
S.19,B19,59,25
S.19,B19,0,25
S.19,B19,70,25
S.19,B19,55,25
S.19,B19,0,0
S.19,B19,46,25
S.19,B19,94,25
S.19,B19,25,25
S.19,B19,0,0
S.19,B19,91,25
S.19,B19,25,25
S.19,B19,0,0
S.19,B19,59,25
S.19,B19,29,25
S.19,B19,70,25
S.19,B19,0,0
S.19,B19,0,0
S.19,B19,25,25
S.19,B19,0,0
S.19,B19,46,25
S.19,B19,83,25
S.19,B19,25,25
S.19,B19,25,25
S.19,B19,34,25
S.19,B19,64,25
S.19,B19,33,25
S.19,B19,83,25
S.19,B19,34,25
S.19,B19,0,0
S.19,B19,0,0
S.20,B20,78,25
S.20,B20,39,25
S.20,B20,49,25
S.20,B20,0,25
S.20,B20,31,25
S.20,B20,0,25
S.20,B20,0,0
S.20,B20,29,25
S.20,B20,0,0
S.20,B20,64,25
S.20,B20,83,25
S.20,B20,59,25
S.20,B20,66,25
S.20,B20,0,0
S.20,B20,42,25
S.20,B20,91,25
S.20,B20,83,25
S.20,B20,59,25
S.20,B20,0,0
S.20,B20,64,25
S.20,B20,25,25
S.20,B20,25,25
S.20,B20,37,25
S.20,B20,70,25
S.20,B20,36,25
S.20,B20,55,25
S.20,B20,0,25
S.20,B20,70,25
S.20,B20,0,0
S.20,B20,0,25
S.20,B20,25,25
S.20,B20,37,25
S.20,B20,42,25
S.20,B20,0,0
S.20,B20,26,25
S.20,B20,70,25
S.20,B20,44,25
S.20,B20,0,25
S.20,B20,61,25
S.20,B20,0,0
S.20,B20,33,25
S.20,B20,0,0
S.20,B20,0,0
S.20,B20,29,25
S.20,B20,0,0
S.20,B20,94,25
S.20,B20,44,25
S.20,B20,51,25
S.20,B20,42,25
S.20,B20,25,25
S.20,B20,0,0
S.20,B20,33,25
S.20,B20,59,25
S.20,B20,94,25
S.20,B20,0,0
S.20,B20,0,0
S.20,B20,42,25
S.20,B20,42,25
S.20,B20,0,0
S.20,B20,0,0
S.21,B21,0,0
S.21,B21,59,25
S.21,B21,25,25
S.21,B21,0,0
S.21,B21,25,25
S.21,B21,64,25
S.21,B21,44,25
S.21,B21,66,25
S.21,B21,0,0
S.21,B21,0,0
S.21,B21,0,0
S.21,B21,0,0
S.21,B21,25,25
S.21,B21,25,25
S.21,B21,49,25
S.21,B21,0,0
S.21,B21,51,25
S.21,B21,29,25
S.21,B21,0,25
S.21,B21,70,25
S.21,B21,25,25
S.21,B21,42,25
S.21,B21,42,25
S.21,B21,30,25
S.21,B21,80,25
S.21,B21,59,25
S.21,B21,47,25
S.21,B21,37,25
S.21,B21,91,25
S.21,B21,88,25
S.21,B21,0,25
S.21,B21,0,0
S.21,B21,0,0
S.21,B21,0,0
S.21,B21,31,25
S.21,B21,68,25
S.21,B21,0,0
S.21,B21,25,25
S.21,B21,42,25
S.21,B21,41,25
S.21,B21,55,25
S.21,B21,57,25
S.21,B21,64,25
S.21,B21,0,0
S.21,B21,29,25
S.21,B21,42,25
S.21,B21,88,25
S.21,B21,33,25
S.21,B21,27,25
S.21,B21,0,25
S.21,B21,57,25
S.21,B21,0,0
S.21,B21,41,25
S.21,B21,64,25
S.21,B21,80,25
S.21,B21,25,25
S.21,B21,0,0
S.21,B21,25,25
S.21,B21,57,25
S.21,B21,0,0
S.22,B22,0,0
S.22,B22,83,25
S.22,B22,0,0
S.22,B22,42,25
S.22,B22,0,0
S.22,B22,25,25
S.22,B22,33,25
